code,codeDescription,addressCounty,addressState,patientAge,patientSex,count
C18.1,Malignant neoplasm of appendix,Duval County,FL,65-84,Female,1
C18.1,Malignant neoplasm of appendix,Etowah County,AL,19-44,Male,1
C18.1,Malignant neoplasm of appendix,Etowah County,AL,45-64,Female,2
C18.1,Malignant neoplasm of appendix,Etowah County,AL,45-64,Male,6
C18.1,Malignant neoplasm of appendix,Franklin County,OH,45-64,Female,2
C18.1,Malignant neoplasm of appendix,Gaston County,NC,19-44,Male,1
C18.1,Malignant neoplasm of appendix,Gaston County,NC,45-64,Male,1
C18.1,Malignant neoplasm of appendix,Gloucester County,VA,45-64,Female,2
C18.1,Malignant neoplasm of appendix,Greenville County,SC,19-44,Female,1
C18.1,Malignant neoplasm of appendix,Greenville County,SC,19-44,Male,2
C18.1,Malignant neoplasm of appendix,Greenville County,SC,45-64,Female,3
C18.1,Malignant neoplasm of appendix,Greenville County,SC,45-64,Male,1
C18.1,Malignant neoplasm of appendix,Greenville County,SC,65-84,Female,2
C18.1,Malignant neoplasm of appendix,Greenville County,SC,65-84,Male,5
C18.1,Malignant neoplasm of appendix,Halifax County,VA,45-64,Female,1
C18.1,Malignant neoplasm of appendix,Haywood County,NC,65-84,Male,1
C18.1,Malignant neoplasm of appendix,Henderson County,NC,45-64,Female,1
C18.1,Malignant neoplasm of appendix,Henderson County,NC,45-64,Male,1
C18.1,Malignant neoplasm of appendix,Henrico County,VA,45-64,Male,1
C18.1,Malignant neoplasm of appendix,Henrico County,VA,65-84,Female,1
C18.1,Malignant neoplasm of appendix,Henrico County,VA,85+,Female,1
C18.1,Malignant neoplasm of appendix,Henry County,VA,65-84,Male,1
C18.1,Malignant neoplasm of appendix,Horry County,SC,19-44,Female,1
C18.1,Malignant neoplasm of appendix,Indian River County,FL,45-64,Male,2
C18.1,Malignant neoplasm of appendix,Indian River County,FL,65-84,Male,1
C18.1,Malignant neoplasm of appendix,Jefferson County,AL,19-44,Female,1
C18.1,Malignant neoplasm of appendix,Jefferson County,AL,19-44,Male,1
C18.1,Malignant neoplasm of appendix,Jefferson County,AL,65-84,Male,1
C18.1,Malignant neoplasm of appendix,Lancaster County,SC,65-84,Female,1
C18.1,Malignant neoplasm of appendix,Lee County,AL,45-64,Female,1
C18.1,Malignant neoplasm of appendix,Lee County,AL,65-84,Male,2
C18.1,Malignant neoplasm of appendix,Madison County,AL,19-44,Female,1
C18.1,Malignant neoplasm of appendix,Madison County,AL,45-64,Female,3
C18.1,Malignant neoplasm of appendix,Madison County,AL,45-64,Male,1
C18.1,Malignant neoplasm of appendix,Madison County,AL,65-84,Male,2
C18.1,Malignant neoplasm of appendix,Montgomery County,VA,14-18,Female,1
C18.1,Malignant neoplasm of appendix,Montgomery County,VA,19-44,Female,2
C18.1,Malignant neoplasm of appendix,Montgomery County,VA,19-44,Male,1
C18.1,Malignant neoplasm of appendix,Montgomery County,VA,45-64,Female,4
C18.1,Malignant neoplasm of appendix,Montgomery County,VA,45-64,Male,4
C18.1,Malignant neoplasm of appendix,Montgomery County,VA,65-84,Female,3
C18.1,Malignant neoplasm of appendix,Montgomery County,VA,65-84,Male,4
C18.1,Malignant neoplasm of appendix,Newport News City County,VA,45-64,Male,1
C18.1,Malignant neoplasm of appendix,Newport News City County,VA,65-84,Female,4
C18.1,Malignant neoplasm of appendix,Okaloosa County,FL,19-44,Female,1
C18.1,Malignant neoplasm of appendix,Orangeburg County,SC,14-18,Female,1
C18.1,Malignant neoplasm of appendix,Orangeburg County,SC,19-44,Male,1
C18.1,Malignant neoplasm of appendix,Ouachita Parish,LA,45-64,Female,1
C18.1,Malignant neoplasm of appendix,Polk County,NC,45-64,Male,1
C18.1,Malignant neoplasm of appendix,Polk County,NC,65-84,Male,1
C18.1,Malignant neoplasm of appendix,Portsmouth City County,VA,19-44,Female,1
C18.1,Malignant neoplasm of appendix,Prince William County,VA,45-64,Female,2
C18.1,Malignant neoplasm of appendix,Prince William County,VA,65-84,Male,1
C18.1,Malignant neoplasm of appendix,Rapides Parish,LA,19-44,Male,1
C18.1,Malignant neoplasm of appendix,Rapides Parish,LA,45-64,Female,1
C18.1,Malignant neoplasm of appendix,Richland County,SC,45-64,Male,1
C18.1,Malignant neoplasm of appendix,Roanoke County,VA,45-64,Female,8
C18.1,Malignant neoplasm of appendix,Roanoke County,VA,45-64,Male,6
C18.1,Malignant neoplasm of appendix,Roanoke County,VA,65-84,Female,4
C18.1,Malignant neoplasm of appendix,Roanoke County,VA,65-84,Male,3
C18.1,Malignant neoplasm of appendix,Robeson County,NC,65-84,Male,1
C18.1,Malignant neoplasm of appendix,Rowan County,NC,65-84,Male,1
C18.1,Malignant neoplasm of appendix,Spartanburg County,SC,19-44,Female,1
C18.1,Malignant neoplasm of appendix,Spartanburg County,SC,45-64,Female,4
C18.1,Malignant neoplasm of appendix,Spartanburg County,SC,45-64,Male,5
C18.1,Malignant neoplasm of appendix,Spartanburg County,SC,65-84,Female,2
C18.1,Malignant neoplasm of appendix,Spartanburg County,SC,65-84,Male,1
C18.1,Malignant neoplasm of appendix,Spotsylvania County,VA,19-44,Female,1
C18.1,Malignant neoplasm of appendix,Spotsylvania County,VA,45-64,Female,1
C18.1,Malignant neoplasm of appendix,Spotsylvania County,VA,45-64,Male,1
C18.1,Malignant neoplasm of appendix,St. Landry Parish,LA,65-84,Male,1
C18.1,Malignant neoplasm of appendix,St. Louis City County,MO,Infant,Female,1
C18.1,Malignant neoplasm of appendix,St. Louis City County,MO,Infant,Male,1
C18.1,Malignant neoplasm of appendix,St. Louis City County,MO,Neonate,Female,1
C18.1,Malignant neoplasm of appendix,Sumter County,SC,19-44,Male,2
C18.1,Malignant neoplasm of appendix,Sumter County,SC,45-64,Male,1
C18.1,Malignant neoplasm of appendix,Sumter County,SC,65-84,Female,1
C18.1,Malignant neoplasm of appendix,Sumter County,SC,65-84,Male,2
C18.1,Malignant neoplasm of appendix,Talladega County,AL,45-64,Female,1
C18.1,Malignant neoplasm of appendix,Talladega County,AL,65-84,Female,1
C18.1,Malignant neoplasm of appendix,Tallapoosa County,AL,19-44,Male,1
C18.1,Malignant neoplasm of appendix,Tallapoosa County,AL,65-84,Male,1
C18.1,Malignant neoplasm of appendix,Tangipahoa Parish,LA,19-44,Male,1
C18.1,Malignant neoplasm of appendix,Tazewell County,VA,45-64,Male,1
C18.1,Malignant neoplasm of appendix,Tazewell County,VA,65-84,Female,1
C18.1,Malignant neoplasm of appendix,Washington County,VA,19-44,Male,1
C18.1,Malignant neoplasm of appendix,Washington County,VA,45-64,Female,2
C18.1,Malignant neoplasm of appendix,Washington County,VA,65-84,Female,1
C18.1,Malignant neoplasm of appendix,York County,SC,19-44,Female,1
C18.1,Malignant neoplasm of appendix,York County,SC,19-44,Male,1
C18.1,Malignant neoplasm of appendix,York County,SC,45-64,Female,2
C18.1,Malignant neoplasm of appendix,York County,SC,65-84,Female,3
C18.2,Malignant neoplasm of ascending colon,Aiken County,SC,45-64,Female,1
C18.2,Malignant neoplasm of ascending colon,Aiken County,SC,45-64,Male,2
C18.2,Malignant neoplasm of ascending colon,Aiken County,SC,65-84,Female,2
C18.2,Malignant neoplasm of ascending colon,Aiken County,SC,65-84,Male,3
C18.2,Malignant neoplasm of ascending colon,Alleghany County,VA,45-64,Female,1
C18.2,Malignant neoplasm of ascending colon,Alleghany County,VA,45-64,Male,2
C18.2,Malignant neoplasm of ascending colon,Alleghany County,VA,65-84,Female,1
C18.2,Malignant neoplasm of ascending colon,Alleghany County,VA,65-84,Male,3
C18.2,Malignant neoplasm of ascending colon,Allegheny County,PA,45-64,Female,1
C18.2,Malignant neoplasm of ascending colon,Anderson County,SC,19-44,Female,1
C18.2,Malignant neoplasm of ascending colon,Anderson County,SC,45-64,Female,2
C18.2,Malignant neoplasm of ascending colon,Anderson County,SC,45-64,Male,1
C18.2,Malignant neoplasm of ascending colon,Anderson County,SC,65-84,Female,1
C18.2,Malignant neoplasm of ascending colon,Augusta County,VA,45-64,Female,2
C18.2,Malignant neoplasm of ascending colon,Augusta County,VA,45-64,Male,1
C18.2,Malignant neoplasm of ascending colon,Augusta County,VA,65-84,Male,9
C18.2,Malignant neoplasm of ascending colon,Baldwin County,AL,65-84,Female,1
C18.2,Malignant neoplasm of ascending colon,Berkeley County,SC,45-64,Male,1
C18.2,Malignant neoplasm of ascending colon,Berkeley County,SC,65-84,Male,1
C18.2,Malignant neoplasm of ascending colon,Buncombe County,NC,45-64,Male,3
C18.2,Malignant neoplasm of ascending colon,Buncombe County,NC,65-84,Female,1
C18.2,Malignant neoplasm of ascending colon,Buncombe County,NC,65-84,Male,2
C18.2,Malignant neoplasm of ascending colon,Caddo Parish,LA,45-64,Female,1
C18.2,Malignant neoplasm of ascending colon,Caddo Parish,LA,45-64,Male,1
C18.2,Malignant neoplasm of ascending colon,Caddo Parish,LA,65-84,Female,1
C18.2,Malignant neoplasm of ascending colon,Charleston County,SC,45-64,Female,5
C18.2,Malignant neoplasm of ascending colon,Charleston County,SC,45-64,Male,1
C18.2,Malignant neoplasm of ascending colon,Charleston County,SC,65-84,Male,6
C18.2,Malignant neoplasm of ascending colon,Clay County,FL,45-64,Female,6
C18.2,Malignant neoplasm of ascending colon,Clay County,FL,45-64,Male,4
C18.2,Malignant neoplasm of ascending colon,Clay County,FL,45-64,Other,1
C18.2,Malignant neoplasm of ascending colon,Clay County,FL,65-84,Female,10
C18.2,Malignant neoplasm of ascending colon,Clay County,FL,65-84,Male,5
C18.2,Malignant neoplasm of ascending colon,Clay County,FL,85+,Male,2
C18.2,Malignant neoplasm of ascending colon,Coffee County,AL,65-84,Female,1
C18.2,Malignant neoplasm of ascending colon,Coffee County,AL,65-84,Male,2
C18.2,Malignant neoplasm of ascending colon,Colbert County,AL,45-64,Female,1
C18.2,Malignant neoplasm of ascending colon,Colbert County,AL,65-84,Female,3
C18.2,Malignant neoplasm of ascending colon,Colbert County,AL,85+,Female,1
C18.2,Malignant neoplasm of ascending colon,Cumberland County,NC,45-64,Male,3
C18.2,Malignant neoplasm of ascending colon,Cumberland County,TN,65-84,Female,1
C18.2,Malignant neoplasm of ascending colon,Davidson County,TN,45-64,Male,1
C18.2,Malignant neoplasm of ascending colon,Duval County,FL,19-44,Male,1
C18.2,Malignant neoplasm of ascending colon,Duval County,FL,45-64,Female,6
C18.2,Malignant neoplasm of ascending colon,Duval County,FL,45-64,Male,2
C18.2,Malignant neoplasm of ascending colon,Duval County,FL,65-84,Female,13
C18.2,Malignant neoplasm of ascending colon,Duval County,FL,65-84,Male,6
C18.2,Malignant neoplasm of ascending colon,Etowah County,AL,19-44,Male,1
C18.2,Malignant neoplasm of ascending colon,Etowah County,AL,45-64,Male,5
C18.2,Malignant neoplasm of ascending colon,Etowah County,AL,65-84,Female,2
C18.2,Malignant neoplasm of ascending colon,Etowah County,AL,65-84,Male,12
C18.2,Malignant neoplasm of ascending colon,Franklin County,OH,45-64,Male,2
C18.2,Malignant neoplasm of ascending colon,Gaston County,NC,45-64,Female,2
C18.2,Malignant neoplasm of ascending colon,Gaston County,NC,45-64,Male,1
C18.2,Malignant neoplasm of ascending colon,Gaston County,NC,65-84,Female,1
C18.2,Malignant neoplasm of ascending colon,Gaston County,NC,85+,Male,1
C18.2,Malignant neoplasm of ascending colon,Georgetown County,SC,85+,Female,1
C18.2,Malignant neoplasm of ascending colon,Greenville County,SC,14-18,Male,1
C18.2,Malignant neoplasm of ascending colon,Greenville County,SC,19-44,Female,1
C18.2,Malignant neoplasm of ascending colon,Greenville County,SC,19-44,Male,4
C18.2,Malignant neoplasm of ascending colon,Greenville County,SC,45-64,Female,9
C18.2,Malignant neoplasm of ascending colon,Greenville County,SC,45-64,Male,8
C18.2,Malignant neoplasm of ascending colon,Greenville County,SC,65-84,Female,14
C18.2,Malignant neoplasm of ascending colon,Greenville County,SC,65-84,Male,23
C18.2,Malignant neoplasm of ascending colon,Greenville County,SC,85+,Male,2
C18.2,Malignant neoplasm of ascending colon,Halifax County,VA,45-64,Female,9
C18.2,Malignant neoplasm of ascending colon,Halifax County,VA,45-64,Male,4
C18.2,Malignant neoplasm of ascending colon,Halifax County,VA,65-84,Female,19
C18.2,Malignant neoplasm of ascending colon,Halifax County,VA,65-84,Male,8
C18.2,Malignant neoplasm of ascending colon,Hall County,GA,45-64,Female,1
C18.2,Malignant neoplasm of ascending colon,Haywood County,NC,65-84,Male,1
C18.2,Malignant neoplasm of ascending colon,Henderson County,NC,45-64,Female,2
C18.2,Malignant neoplasm of ascending colon,Henderson County,NC,65-84,Female,3
C18.2,Malignant neoplasm of ascending colon,Henrico County,VA,45-64,Female,2
C18.2,Malignant neoplasm of ascending colon,Henrico County,VA,45-64,Male,2
C18.2,Malignant neoplasm of ascending colon,Henrico County,VA,65-84,Female,3
C18.2,Malignant neoplasm of ascending colon,Henrico County,VA,65-84,Male,7
C18.2,Malignant neoplasm of ascending colon,Henry County,VA,45-64,Male,1
C18.2,Malignant neoplasm of ascending colon,Henry County,VA,65-84,Male,4
C18.2,Malignant neoplasm of ascending colon,Horry County,SC,45-64,Female,1
C18.2,Malignant neoplasm of ascending colon,Horry County,SC,45-64,Male,4
C18.2,Malignant neoplasm of ascending colon,Horry County,SC,65-84,Female,1
C18.2,Malignant neoplasm of ascending colon,Horry County,SC,65-84,Male,4
C18.2,Malignant neoplasm of ascending colon,Indian River County,FL,45-64,Female,4
C18.2,Malignant neoplasm of ascending colon,Indian River County,FL,65-84,Female,1
C18.2,Malignant neoplasm of ascending colon,Indian River County,FL,65-84,Male,3
C18.2,Malignant neoplasm of ascending colon,Jefferson County,AL,19-44,Female,1
C18.2,Malignant neoplasm of ascending colon,Jefferson County,AL,19-44,Male,1
C18.2,Malignant neoplasm of ascending colon,Jefferson County,AL,45-64,Female,4
C18.2,Malignant neoplasm of ascending colon,Jefferson County,AL,45-64,Male,3
C18.2,Malignant neoplasm of ascending colon,Jefferson County,AL,65-84,Female,9
C18.2,Malignant neoplasm of ascending colon,Jefferson County,AL,65-84,Male,7
C18.2,Malignant neoplasm of ascending colon,Lancaster County,SC,45-64,Female,1
C18.2,Malignant neoplasm of ascending colon,Lancaster County,SC,45-64,Male,2
C18.2,Malignant neoplasm of ascending colon,Lancaster County,SC,65-84,Male,1
C18.2,Malignant neoplasm of ascending colon,Lee County,AL,45-64,Female,8
C18.2,Malignant neoplasm of ascending colon,Lee County,AL,45-64,Male,7
C18.2,Malignant neoplasm of ascending colon,Lee County,AL,65-84,Female,10
C18.2,Malignant neoplasm of ascending colon,Lee County,AL,65-84,Male,9
C18.2,Malignant neoplasm of ascending colon,Lincoln Parish,LA,85+,Female,1
C18.2,Malignant neoplasm of ascending colon,Lowndes County,GA,45-64,Female,1
C18.2,Malignant neoplasm of ascending colon,Lowndes County,GA,45-64,Male,1
C18.2,Malignant neoplasm of ascending colon,Lowndes County,GA,65-84,Female,1
C18.2,Malignant neoplasm of ascending colon,Madison County,AL,45-64,Female,3
C18.2,Malignant neoplasm of ascending colon,Madison County,AL,45-64,Male,2
C18.2,Malignant neoplasm of ascending colon,Madison County,AL,65-84,Male,3
C18.2,Malignant neoplasm of ascending colon,Maricopa County,AZ,65-84,Female,1
C18.2,Malignant neoplasm of ascending colon,Mobile County,AL,45-64,Male,1
C18.2,Malignant neoplasm of ascending colon,Mobile County,AL,65-84,Female,1
C18.2,Malignant neoplasm of ascending colon,Montgomery County,VA,45-64,Female,9
C18.2,Malignant neoplasm of ascending colon,Montgomery County,VA,45-64,Male,8
C18.2,Malignant neoplasm of ascending colon,Montgomery County,VA,45-64,Other,1
C18.2,Malignant neoplasm of ascending colon,Montgomery County,VA,65-84,Female,20
C18.2,Malignant neoplasm of ascending colon,Montgomery County,VA,65-84,Male,23
C18.2,Malignant neoplasm of ascending colon,Montgomery County,VA,85+,Female,1
C18.2,Malignant neoplasm of ascending colon,Montgomery County,VA,85+,Male,4
C18.2,Malignant neoplasm of ascending colon,Muscogee County,GA,45-64,Male,5
C18.2,Malignant neoplasm of ascending colon,Muscogee County,GA,65-84,Female,1
C18.2,Malignant neoplasm of ascending colon,Muscogee County,GA,65-84,Male,1
C18.2,Malignant neoplasm of ascending colon,Newport News City County,VA,45-64,Female,7
C18.2,Malignant neoplasm of ascending colon,Newport News City County,VA,45-64,Male,6
C18.2,Malignant neoplasm of ascending colon,Newport News City County,VA,65-84,Female,6
C18.2,Malignant neoplasm of ascending colon,Newport News City County,VA,65-84,Male,8
C18.2,Malignant neoplasm of ascending colon,Northampton County,VA,45-64,Female,1
C18.2,Malignant neoplasm of ascending colon,Okaloosa County,FL,19-44,Female,2
C18.2,Malignant neoplasm of ascending colon,Okaloosa County,FL,45-64,Female,4
C18.2,Malignant neoplasm of ascending colon,Okaloosa County,FL,45-64,Male,3
C18.2,Malignant neoplasm of ascending colon,Okaloosa County,FL,65-84,Female,4
C18.2,Malignant neoplasm of ascending colon,Okaloosa County,FL,65-84,Male,1
C18.2,Malignant neoplasm of ascending colon,Orangeburg County,SC,19-44,Female,1
C18.2,Malignant neoplasm of ascending colon,Orangeburg County,SC,19-44,Male,2
C18.2,Malignant neoplasm of ascending colon,Orangeburg County,SC,45-64,Male,1
C18.2,Malignant neoplasm of ascending colon,Orangeburg County,SC,65-84,Female,4
C18.2,Malignant neoplasm of ascending colon,Orangeburg County,SC,65-84,Male,3
C18.2,Malignant neoplasm of ascending colon,Ouachita Parish,LA,19-44,Male,1
C18.2,Malignant neoplasm of ascending colon,Ouachita Parish,LA,45-64,Female,2
C18.2,Malignant neoplasm of ascending colon,Ouachita Parish,LA,45-64,Male,11
C18.2,Malignant neoplasm of ascending colon,Ouachita Parish,LA,65-84,Female,9
C18.2,Malignant neoplasm of ascending colon,Ouachita Parish,LA,65-84,Male,2
C18.2,Malignant neoplasm of ascending colon,Palm Beach County,FL,45-64,Male,1
C18.2,Malignant neoplasm of ascending colon,Palm Beach County,FL,65-84,Female,1
C18.2,Malignant neoplasm of ascending colon,Palm Beach County,FL,65-84,Male,4
C18.2,Malignant neoplasm of ascending colon,Portsmouth City County,VA,19-44,Female,1
C18.2,Malignant neoplasm of ascending colon,Portsmouth City County,VA,45-64,Male,3
C18.2,Malignant neoplasm of ascending colon,Prince William County,VA,65-84,Female,4
C18.2,Malignant neoplasm of ascending colon,Pulaski County,VA,65-84,Female,1
C18.2,Malignant neoplasm of ascending colon,Rapides Parish,LA,45-64,Female,2
C18.2,Malignant neoplasm of ascending colon,Rapides Parish,LA,45-64,Male,3
C18.2,Malignant neoplasm of ascending colon,Rapides Parish,LA,65-84,Female,6
C18.2,Malignant neoplasm of ascending colon,Rapides Parish,LA,65-84,Male,1
C18.2,Malignant neoplasm of ascending colon,Richland County,SC,65-84,Male,1
C18.2,Malignant neoplasm of ascending colon,Richland County,SC,85+,Male,1
C18.2,Malignant neoplasm of ascending colon,Roanoke County,VA,19-44,Male,1
C18.2,Malignant neoplasm of ascending colon,Roanoke County,VA,45-64,Female,7
C18.2,Malignant neoplasm of ascending colon,Roanoke County,VA,45-64,Male,11
C18.2,Malignant neoplasm of ascending colon,Roanoke County,VA,65-84,Female,11
