entryDate,code,codeDescription,fips,addressCounty,count
2017-08-28,C50.412,Malignant neoplasm of upper-outer quadrant of left female breast,45057,Lancaster County,2
2017-08-28,C50.512,Malignant neoplasm of lower-outer quadrant of left female breast,45057,Lancaster County,1
2017-08-29,C18.2,Malignant neoplasm of ascending colon,13215,Muscogee County,1
2017-08-29,C25,Malignant neoplasm of pancreas,51177,Spotsylvania County,1
2017-08-29,C25.0,Malignant neoplasm of head of pancreas,45083,Spartanburg County,1
2017-08-29,C34.32,"Malignant neoplasm of lower lobe, left bronchus or lung",1031,Coffee County,1
2017-08-29,C43,Malignant melanoma of skin,45083,Spartanburg County,1
2017-08-29,C50.019,"Malignant neoplasm of nipple and areola, unspecified female breast",45007,Anderson County,1
2017-08-29,C50.319,Malignant neoplasm of lower-inner quadrant of unspecified female breast,51161,Roanoke County,1
2017-08-29,C50.911,Malignant neoplasm of unspecified site of right female breast,51161,Roanoke County,1
2017-08-29,C54.1,Malignant neoplasm of endometrium,45075,Orangeburg County,1
2017-08-29,C61,Malignant neoplasm of prostate,37159,Rowan County,1
2017-08-29,C67.1,Malignant neoplasm of dome of bladder,45083,Spartanburg County,1
2017-08-30,C18,Malignant neoplasm of colon,45007,Anderson County,1
2017-08-30,C25.0,Malignant neoplasm of head of pancreas,37051,Cumberland County,1
2017-08-30,C34.12,"Malignant neoplasm of upper lobe, left bronchus or lung",51083,Halifax County,1
2017-08-30,C34.90,Malignant neoplasm of unspecified part of unspecified bronchus or lung,37159,Rowan County,1
2017-08-30,C34.90,Malignant neoplasm of unspecified part of unspecified bronchus or lung,45007,Anderson County,1
2017-08-30,C43,Malignant melanoma of skin,45083,Spartanburg County,1
2017-08-30,C43.39,Malignant melanoma of other parts of face,45007,Anderson County,1
2017-08-30,C43.52,Malignant melanoma of skin of breast,45007,Anderson County,1
2017-08-30,C50.1,Malignant neoplasm of central portion of breast,45007,Anderson County,1
2017-08-30,C50.112,Malignant neoplasm of central portion of left female breast,51161,Roanoke County,1
2017-08-30,C50.412,Malignant neoplasm of upper-outer quadrant of left female breast,51161,Roanoke County,1
2017-08-30,C50.912,Malignant neoplasm of unspecified site of left female breast,45057,Lancaster County,1
2017-08-30,C61,Malignant neoplasm of prostate,45007,Anderson County,1
2017-08-30,C64.1,"Malignant neoplasm of right kidney, except renal pelvis",45083,Spartanburg County,1
2017-08-30,C73,Malignant neoplasm of thyroid gland,1081,Lee County,1
2017-08-30,C92.01,"Acute myeloblastic leukemia, in remission",37159,Rowan County,1
2017-08-31,C18.5,Malignant neoplasm of splenic flexure,51177,Spotsylvania County,1
2017-08-31,C34.32,"Malignant neoplasm of lower lobe, left bronchus or lung",12091,Okaloosa County,1
2017-08-31,C34.92,Malignant neoplasm of unspecified part of left bronchus or lung,51015,Augusta County,1
2017-08-31,C43,Malignant melanoma of skin,45051,Horry County,1
2017-08-31,C50.311,Malignant neoplasm of lower-inner quadrant of right female breast,45083,Spartanburg County,1
2017-08-31,C61,Malignant neoplasm of prostate,51015,Augusta County,1
2017-08-31,C91.1,Chronic lymphocytic leukemia of B-cell type,45007,Anderson County,1
2017-08-31,C91.1,Chronic lymphocytic leukemia of B-cell type,45083,Spartanburg County,1
2017-08-31,C92.0,Acute myeloblastic leukemia,12099,Palm Beach County,1
2017-09-01,C50.911,Malignant neoplasm of unspecified site of right female breast,45007,Anderson County,1
2017-09-01,C61,Malignant neoplasm of prostate,45083,Spartanburg County,1
2017-09-01,C67.9,"Malignant neoplasm of bladder, unspecified",45083,Spartanburg County,1
2017-09-01,C73,Malignant neoplasm of thyroid gland,45007,Anderson County,1
2017-09-01,C73,Malignant neoplasm of thyroid gland,51191,Washington County,1
2017-09-02,C34.11,"Malignant neoplasm of upper lobe, right bronchus or lung",51590,Danville City County,1
2017-09-02,C43,Malignant melanoma of skin,51185,Tazewell County,1
2017-09-02,C50.111,Malignant neoplasm of central portion of right female breast,51191,Washington County,1
2017-09-03,C91.1,Chronic lymphocytic leukemia of B-cell type,51121,Montgomery County,1
2017-09-04,C25.9,"Malignant neoplasm of pancreas, unspecified",45045,Greenville County,1
2017-09-05,C18.1,Malignant neoplasm of appendix,45045,Greenville County,1
2017-09-05,C18.9,"Malignant neoplasm of colon, unspecified",45045,Greenville County,1
2017-09-05,C50.919,Malignant neoplasm of unspecified site of unspecified female breast,45091,York County,1
2017-09-05,C61,Malignant neoplasm of prostate,51087,Henrico County,1
2017-09-06,C34.11,"Malignant neoplasm of upper lobe, right bronchus or lung",45045,Greenville County,1
2017-09-06,C34.11,"Malignant neoplasm of upper lobe, right bronchus or lung",45083,Spartanburg County,1
2017-09-06,C43.9,"Malignant melanoma of skin, unspecified",51121,Montgomery County,1
2017-09-06,C50.019,"Malignant neoplasm of nipple and areola, unspecified female breast",12019,Clay County,1
2017-09-06,C50.511,Malignant neoplasm of lower-outer quadrant of right female breast,37051,Cumberland County,1
2017-09-06,C54.1,Malignant neoplasm of endometrium,51147,Prince Edward County,1
2017-09-06,C73,Malignant neoplasm of thyroid gland,1081,Lee County,1
2017-09-06,C91.1,Chronic lymphocytic leukemia of B-cell type,37139,Pasquotank County,1
2017-09-06,C93.10,Chronic myelomonocytic leukemia not having achieved remission,1081,Lee County,2
2017-09-07,C18,Malignant neoplasm of colon,51700,Newport News City County,1
2017-09-07,C25.1,Malignant neoplasm of body of pancreas,45045,Greenville County,1
2017-09-07,C34.9,Malignant neoplasm of unspecified part of bronchus or lung,45085,Sumter County,1
2017-09-07,C34.90,Malignant neoplasm of unspecified part of unspecified bronchus or lung,1073,Jefferson County,1
2017-09-07,C34.90,Malignant neoplasm of unspecified part of unspecified bronchus or lung,51520,Bristol City County,1
2017-09-07,C43,Malignant melanoma of skin,51087,Henrico County,1
2017-09-07,C64.9,"Malignant neoplasm of unspecified kidney, except renal pelvis",1073,Jefferson County,1
2017-09-08,C18,Malignant neoplasm of colon,51161,Roanoke County,1
2017-09-08,C18.6,Malignant neoplasm of descending colon,13215,Muscogee County,1
2017-09-08,C25.9,"Malignant neoplasm of pancreas, unspecified",45007,Anderson County,1
2017-09-08,C34.1,"Malignant neoplasm of upper lobe, bronchus or lung",45045,Greenville County,1
2017-09-08,C34.31,"Malignant neoplasm of lower lobe, right bronchus or lung",51161,Roanoke County,1
2017-09-08,C34.90,Malignant neoplasm of unspecified part of unspecified bronchus or lung,12091,Okaloosa County,1
2017-09-08,C50.911,Malignant neoplasm of unspecified site of right female breast,45007,Anderson County,1
2017-09-08,C61,Malignant neoplasm of prostate,45083,Spartanburg County,1
2017-09-08,C67,Malignant neoplasm of bladder,51161,Roanoke County,1
2017-09-08,C73,Malignant neoplasm of thyroid gland,51177,Spotsylvania County,1
2017-09-09,C18.2,Malignant neoplasm of ascending colon,45045,Greenville County,1
2017-09-09,C18.9,"Malignant neoplasm of colon, unspecified",45045,Greenville County,1
2017-09-09,C18.9,"Malignant neoplasm of colon, unspecified",51700,Newport News City County,1
2017-09-09,C25.0,Malignant neoplasm of head of pancreas,51015,Augusta County,1
2017-09-09,C25.2,Malignant neoplasm of tail of pancreas,1089,Madison County,1
2017-09-09,C85.15,"Unspecified B-cell lymphoma, lymph nodes of inguinal region and lower limb",37051,Cumberland County,1
2017-09-10,C25.1,Malignant neoplasm of body of pancreas,51590,Danville City County,1
2017-09-10,C50.119,Malignant neoplasm of central portion of unspecified female breast,45057,Lancaster County,1
2017-09-11,C18,Malignant neoplasm of colon,45045,Greenville County,1
2017-09-11,C18.5,Malignant neoplasm of splenic flexure,45045,Greenville County,1
2017-09-11,C92.4,Acute promyelocytic leukemia,37159,Rowan County,1
2017-09-12,C18.2,Malignant neoplasm of ascending colon,51161,Roanoke County,1
2017-09-12,C18.6,Malignant neoplasm of descending colon,1033,Colbert County,1
2017-09-12,C18.7,Malignant neoplasm of sigmoid colon,51161,Roanoke County,1
2017-09-12,C34.90,Malignant neoplasm of unspecified part of unspecified bronchus or lung,1081,Lee County,1
2017-09-12,C50.911,Malignant neoplasm of unspecified site of right female breast,51161,Roanoke County,1
2017-09-13,C25.0,Malignant neoplasm of head of pancreas,45045,Greenville County,2
2017-09-13,C25.0,Malignant neoplasm of head of pancreas,45079,Richland County,1
2017-09-13,C34.11,"Malignant neoplasm of upper lobe, right bronchus or lung",13215,Muscogee County,1
2017-09-13,C34.90,Malignant neoplasm of unspecified part of unspecified bronchus or lung,51087,Henrico County,1
2017-09-13,C50.911,Malignant neoplasm of unspecified site of right female breast,51161,Roanoke County,1
2017-09-13,C61,Malignant neoplasm of prostate,45045,Greenville County,1
2017-09-14,C18.2,Malignant neoplasm of ascending colon,45045,Greenville County,1
2017-09-15,C18,Malignant neoplasm of colon,51087,Henrico County,1
2017-09-15,C18.2,Malignant neoplasm of ascending colon,51087,Henrico County,1
2017-09-15,C34.1,"Malignant neoplasm of upper lobe, bronchus or lung",51087,Henrico County,1
2017-09-15,C34.11,"Malignant neoplasm of upper lobe, right bronchus or lung",51087,Henrico County,1
2017-09-15,C34.90,Malignant neoplasm of unspecified part of unspecified bronchus or lung,51161,Roanoke County,1
2017-09-15,C34.90,Malignant neoplasm of unspecified part of unspecified bronchus or lung,51191,Washington County,1
2017-09-15,C73,Malignant neoplasm of thyroid gland,12019,Clay County,1
2017-09-15,C91.11,Chronic lymphocytic leukemia of B-cell type in remission,1123,Tallapoosa County,1
2017-09-16,C34.11,"Malignant neoplasm of upper lobe, right bronchus or lung",51161,Roanoke County,1
2017-09-16,C34.2,"Malignant neoplasm of middle lobe, bronchus or lung",45083,Spartanburg County,1
2017-09-16,C67.9,"Malignant neoplasm of bladder, unspecified",51161,Roanoke County,1
2017-09-18,C34,Malignant neoplasm of bronchus and lung,51005,Alleghany County,1
2017-09-18,C34.90,Malignant neoplasm of unspecified part of unspecified bronchus or lung,51121,Montgomery County,1
2017-09-18,C34.92,Malignant neoplasm of unspecified part of left bronchus or lung,37159,Rowan County,1
2017-09-18,C50.919,Malignant neoplasm of unspecified site of unspecified female breast,45003,Aiken County,1
2017-09-18,C50.919,Malignant neoplasm of unspecified site of unspecified female breast,51087,Henrico County,1
2017-09-18,C61,Malignant neoplasm of prostate,37159,Rowan County,1
2017-09-18,C64.1,"Malignant neoplasm of right kidney, except renal pelvis",51121,Montgomery County,1
2017-09-19,C34.11,"Malignant neoplasm of upper lobe, right bronchus or lung",45045,Greenville County,1
2017-09-19,C34.80,Malignant neoplasm of overlapping sites of unspecified bronchus and lung,45045,Greenville County,1
2017-09-19,C43,Malignant melanoma of skin,1081,Lee County,1
2017-09-19,C50.111,Malignant neoplasm of central portion of right female breast,45045,Greenville County,1
2017-09-19,C50.111,Malignant neoplasm of central portion of right female breast,45083,Spartanburg County,1
2017-09-19,C50.911,Malignant neoplasm of unspecified site of right female breast,45007,Anderson County,1
2017-09-19,C61,Malignant neoplasm of prostate,45045,Greenville County,1
2017-09-19,C61,Malignant neoplasm of prostate,45083,Spartanburg County,1
2017-09-19,C61,Malignant neoplasm of prostate,51015,Augusta County,1
2017-09-20,C18.2,Malignant neoplasm of ascending colon,45083,Spartanburg County,1
2017-09-20,C34.90,Malignant neoplasm of unspecified part of unspecified bronchus or lung,51005,Alleghany County,1
2017-09-20,C43,Malignant melanoma of skin,51005,Alleghany County,1
2017-09-20,C43.71,"Malignant melanoma of right lower limb, including hip",51177,Spotsylvania County,1
2017-09-20,C50,Malignant neoplasm of breast,45007,Anderson County,1
2017-09-20,C50,Malignant neoplasm of breast,51161,Roanoke County,1
2017-09-20,C50.019,"Malignant neoplasm of nipple and areola, unspecified female breast",51005,Alleghany County,1
2017-09-20,C61,Malignant neoplasm of prostate,51015,Augusta County,1
2017-09-20,C67.9,"Malignant neoplasm of bladder, unspecified",45079,Richland County,1
2017-09-20,C85.90,"Non-Hodgkin lymphoma, unspecified, unspecified site",51005,Alleghany County,1
2017-09-21,C18,Malignant neoplasm of colon,1073,Jefferson County,1
2017-09-21,C18.7,Malignant neoplasm of sigmoid colon,1033,Colbert County,1
2017-09-21,C43,Malignant melanoma of skin,45075,Orangeburg County,1
2017-09-21,C43.52,Malignant melanoma of skin of breast,45075,Orangeburg County,1
2017-09-21,C64.9,"Malignant neoplasm of unspecified kidney, except renal pelvis",45045,Greenville County,1
2017-09-21,C92.11,"Chronic myeloid leukemia, BCR/ABL-positive, in remission",1073,Jefferson County,2
2017-09-22,C25,Malignant neoplasm of pancreas,51161,Roanoke County,1
2017-09-22,C34.90,Malignant neoplasm of unspecified part of unspecified bronchus or lung,1055,Etowah County,1
2017-09-22,C34.90,Malignant neoplasm of unspecified part of unspecified bronchus or lung,45071,Newberry County,1
2017-09-22,C50.411,Malignant neoplasm of upper-outer quadrant of right female breast,45003,Aiken County,1
2017-09-22,C61,Malignant neoplasm of prostate,1081,Lee County,1
2017-09-22,C61,Malignant neoplasm of prostate,51161,Roanoke County,1
2017-09-22,C64.1,"Malignant neoplasm of right kidney, except renal pelvis",51161,Roanoke County,1
2017-09-23,C61,Malignant neoplasm of prostate,51161,Roanoke County,1
2017-09-24,C50.119,Malignant neoplasm of central portion of unspecified female breast,1055,Etowah County,1
2017-09-24,C61,Malignant neoplasm of prostate,12099,Palm Beach County,1
2017-09-24,C91.0,Acute lymphoblastic leukemia [ALL],12091,Okaloosa County,1
2017-09-25,C18,Malignant neoplasm of colon,45045,Greenville County,1
2017-09-25,C50.411,Malignant neoplasm of upper-outer quadrant of right female breast,37149,Polk County,1
2017-09-25,C54.1,Malignant neoplasm of endometrium,1055,Etowah County,1
2017-09-26,C18,Malignant neoplasm of colon,37051,Cumberland County,1
2017-09-26,C18.9,"Malignant neoplasm of colon, unspecified",12031,Duval County,1
2017-09-26,C61,Malignant neoplasm of prostate,45057,Lancaster County,1
2017-09-26,C61,Malignant neoplasm of prostate,51087,Henrico County,1
2017-09-26,C73,Malignant neoplasm of thyroid gland,51147,Prince Edward County,1
2017-09-26,C91.4,Hairy cell leukemia,51650,Hampton City County,2
2017-09-27,C18,Malignant neoplasm of colon,45045,Greenville County,1
2017-09-27,C34.10,"Malignant neoplasm of upper lobe, unspecified bronchus or lung",45045,Greenville County,1
2017-09-27,C34.31,"Malignant neoplasm of lower lobe, right bronchus or lung",1073,Jefferson County,1
2017-09-27,C34.32,"Malignant neoplasm of lower lobe, left bronchus or lung",51071,Giles County,1
2017-09-27,C50.911,Malignant neoplasm of unspecified site of right female breast,45083,Spartanburg County,2
2017-09-27,C50.911,Malignant neoplasm of unspecified site of right female breast,51071,Giles County,1
